Transaction_ID,Customer_ID,Customer_Name,Segment,Country,Transaction_Date,Amount,Product_Category,Payment_Method,Fraud_Flag,Risk_Score,CPU_Processing_Time_ms,GPU_Processing_Time_ms
TXN105978,CUST1024,Enterprise Client 1024,Finance,India,2025-09-03 18:59:55,3210.48,Hardware,Digital Wallet,0,10,0.1807,0.0157
TXN105979,CUST1100,Enterprise Client 1100,Supply Chain,Germany,2025-09-05 18:59:55,3749.35,Cloud Services,Bank Transfer,0,44,0.1445,0.0144
TXN105980,CUST1030,Enterprise Client 1030,Finance,UK,2026-01-02 18:59:55,419.44,Hardware,Credit Card,0,24,0.1565,0.0114
TXN105981,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2025-02-16 18:59:55,12430.7,Cloud Services,Digital Wallet,0,38,0.1753,0.0136
TXN105982,CUST1057,Enterprise Client 1057,MSME,UK,2025-08-09 18:59:55,10049.85,Software,Bank Transfer,0,32,0.1277,0.0106
TXN105983,CUST1082,Enterprise Client 1082,Finance,India,2026-01-24 18:59:55,2222.67,Cloud Services,Credit Card,0,57,0.173,0.0157
TXN105984,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-04-22 18:59:55,10326.44,Software,Bank Transfer,0,27,0.1849,0.0163
TXN105985,CUST1052,Enterprise Client 1052,MSME,India,2025-04-12 18:59:55,14805.13,Hardware,ACH,0,19,0.1924,0.0179
TXN105986,CUST1037,Enterprise Client 1037,Healthcare,USA,2026-02-10 18:59:55,988.8,Consulting,ACH,0,29,0.1235,0.0083
TXN105987,CUST1010,Enterprise Client 1010,Retail,USA,2025-06-07 18:59:55,8152.91,Hardware,ACH,0,18,0.2074,0.0185
TXN105988,CUST1029,Enterprise Client 1029,Finance,UK,2026-06-28 18:59:55,10691.04,Hardware,Bank Transfer,0,40,0.1861,0.0153
TXN105989,CUST1041,Enterprise Client 1041,Retail,Germany,2025-03-15 18:59:55,13246.09,Cloud Services,Bank Transfer,0,16,0.1311,0.0097
TXN105990,CUST1061,Enterprise Client 1061,Supply Chain,USA,2025-06-22 18:59:55,12959.14,Electronics,Digital Wallet,0,32,0.1803,0.0162
TXN105991,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2026-02-05 18:59:55,567.11,Consulting,ACH,0,27,0.1502,0.0127
TXN105992,CUST1023,Enterprise Client 1023,Supply Chain,India,2026-02-17 18:59:55,11788.4,Electronics,Digital Wallet,0,40,0.2069,0.0153
TXN105993,CUST1030,Enterprise Client 1030,Finance,UK,2025-11-07 18:59:55,15341.26,Hardware,Credit Card,0,44,0.2119,0.0166
TXN105994,CUST1084,Enterprise Client 1084,MSME,USA,2025-09-15 18:59:55,242971.49,Cloud Services,Credit Card,0,90,0.1363,0.0134
TXN105995,CUST1040,Enterprise Client 1040,Finance,UK,2025-12-05 18:59:55,331.77,Consulting,ACH,0,48,0.1445,0.0123
TXN105996,CUST1001,Enterprise Client 1001,Finance,USA,2025-02-05 18:59:55,5711.34,Electronics,ACH,0,53,0.1378,0.0121
TXN105997,CUST1051,Enterprise Client 1051,Healthcare,Singapore,2025-07-14 18:59:55,13125.93,Software,Credit Card,0,62,0.178,0.0135
TXN105998,CUST1080,Enterprise Client 1080,Retail,India,2026-05-11 18:59:55,10986.0,Hardware,ACH,0,49,0.1935,0.0156
TXN105999,CUST1063,Enterprise Client 1063,Healthcare,Germany,2026-01-25 18:59:55,7659.64,Electronics,Bank Transfer,0,54,0.2043,0.0172
TXN106000,CUST1088,Enterprise Client 1088,Retail,Germany,2025-07-08 18:59:55,6840.6,Hardware,Bank Transfer,0,33,0.1272,0.0087
TXN106001,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2025-02-27 18:59:55,12906.37,Software,Bank Transfer,0,38,0.1711,0.0129
TXN106002,CUST1055,Enterprise Client 1055,Supply Chain,UK,2026-05-10 18:59:55,14950.17,Cloud Services,Bank Transfer,0,39,0.1895,0.0148
TXN106003,CUST1046,Enterprise Client 1046,Supply Chain,UK,2026-01-05 18:59:55,56855.26,Consulting,ACH,0,74,0.1482,0.0131
TXN106004,CUST1001,Enterprise Client 1001,Finance,USA,2026-05-13 18:59:55,3288.77,Consulting,Bank Transfer,0,53,0.2043,0.0139
TXN106005,CUST1092,Enterprise Client 1092,Supply Chain,USA,2026-05-31 18:59:55,9721.78,Hardware,ACH,0,31,0.1747,0.0149
TXN106006,CUST1089,Enterprise Client 1089,Finance,Singapore,2026-02-09 18:59:55,2836.56,Electronics,ACH,0,33,0.1451,0.0107
TXN106007,CUST1003,Enterprise Client 1003,MSME,UK,2025-12-11 18:59:55,13975.29,Software,Bank Transfer,0,27,0.22,0.0151
TXN106008,CUST1008,Enterprise Client 1008,Finance,USA,2025-02-11 18:59:55,13713.11,Hardware,Bank Transfer,0,19,0.1262,0.0116
TXN106009,CUST1061,Enterprise Client 1061,Supply Chain,USA,2025-12-01 18:59:55,15030.54,Cloud Services,Digital Wallet,0,32,0.1801,0.0126
TXN106010,CUST1096,Enterprise Client 1096,Finance,USA,2026-06-05 18:59:55,10874.91,Hardware,Bank Transfer,0,27,0.2106,0.0197
TXN106011,CUST1021,Enterprise Client 1021,MSME,Germany,2026-04-14 18:59:55,14760.36,Software,Bank Transfer,0,58,0.2076,0.0173
TXN106012,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2026-02-01 18:59:55,11426.93,Electronics,Credit Card,0,52,0.1258,0.0115
TXN106013,CUST1035,Enterprise Client 1035,Finance,Germany,2025-03-10 18:59:55,4261.13,Software,ACH,0,17,0.1828,0.0123
TXN106014,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-11-27 18:59:55,12823.23,Electronics,Credit Card,0,40,0.188,0.0145
TXN106015,CUST1089,Enterprise Client 1089,Finance,Singapore,2025-07-06 18:59:55,9936.36,Consulting,Bank Transfer,0,33,0.206,0.0152
TXN106016,CUST1032,Enterprise Client 1032,Finance,USA,2026-01-29 18:59:55,5542.59,Hardware,Credit Card,0,22,0.187,0.0153
TXN106017,CUST1016,Enterprise Client 1016,Retail,UK,2025-12-21 18:59:55,2071.95,Electronics,ACH,0,53,0.1601,0.0148
TXN106018,CUST1070,Enterprise Client 1070,Supply Chain,UK,2026-02-18 18:59:55,12091.88,Hardware,ACH,0,33,0.1209,0.009
TXN106019,CUST1032,Enterprise Client 1032,Finance,USA,2025-06-14 18:59:55,9734.86,Cloud Services,Bank Transfer,0,22,0.2117,0.0165
TXN106020,CUST1041,Enterprise Client 1041,Retail,Germany,2025-03-07 18:59:55,6714.37,Consulting,Credit Card,0,16,0.1727,0.0156
TXN106021,CUST1005,Enterprise Client 1005,Retail,India,2026-02-04 18:59:55,5237.03,Consulting,Credit Card,0,56,0.1924,0.0147
TXN106022,CUST1037,Enterprise Client 1037,Healthcare,USA,2025-05-10 18:59:55,4851.49,Cloud Services,Digital Wallet,0,29,0.131,0.0088
TXN106023,CUST1086,Enterprise Client 1086,MSME,USA,2025-04-27 18:59:55,4971.67,Software,Digital Wallet,0,36,0.2048,0.0143
TXN106024,CUST1061,Enterprise Client 1061,Supply Chain,USA,2026-02-13 18:59:55,11485.02,Software,Bank Transfer,0,32,0.1818,0.0147
TXN106025,CUST1005,Enterprise Client 1005,Retail,India,2025-04-12 18:59:55,5019.51,Software,ACH,0,56,0.2142,0.0196
TXN106026,CUST1072,Enterprise Client 1072,Retail,UK,2025-04-05 18:59:55,1984.26,Cloud Services,Credit Card,0,43,0.2043,0.0138
TXN106027,CUST1077,Enterprise Client 1077,Finance,Singapore,2025-10-13 18:59:55,11033.57,Consulting,ACH,0,26,0.1651,0.0149
TXN106028,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-06-12 18:59:55,1715.51,Electronics,Digital Wallet,0,27,0.1459,0.0098
TXN106029,CUST1097,Enterprise Client 1097,Healthcare,Singapore,2026-05-04 18:59:55,7826.8,Electronics,Digital Wallet,0,23,0.1625,0.0153
TXN106030,CUST1052,Enterprise Client 1052,MSME,India,2025-01-13 18:59:55,8383.36,Consulting,Credit Card,0,19,0.1986,0.0156
TXN106031,CUST1091,Enterprise Client 1091,Healthcare,India,2025-02-21 18:59:55,10333.37,Software,Digital Wallet,0,30,0.1837,0.0163
TXN106032,CUST1099,Enterprise Client 1099,MSME,India,2025-01-16 18:59:55,14777.37,Consulting,Digital Wallet,0,20,0.1746,0.0147
TXN106033,CUST1067,Enterprise Client 1067,Healthcare,Germany,2025-02-01 18:59:55,2779.4,Software,ACH,0,30,0.1602,0.0122
TXN106034,CUST1016,Enterprise Client 1016,Retail,UK,2026-05-19 18:59:55,6290.11,Software,Digital Wallet,0,53,0.1758,0.0133
TXN106035,CUST1040,Enterprise Client 1040,Finance,UK,2026-03-06 18:59:55,9042.55,Electronics,Digital Wallet,0,48,0.1458,0.0122
TXN106036,CUST1044,Enterprise Client 1044,Retail,USA,2026-01-18 18:59:55,410.64,Consulting,Bank Transfer,0,58,0.1357,0.0095
TXN106037,CUST1096,Enterprise Client 1096,Finance,USA,2025-12-12 18:59:55,15537.43,Electronics,Digital Wallet,0,27,0.1583,0.0129
TXN106038,CUST1063,Enterprise Client 1063,Healthcare,Germany,2025-10-30 18:59:55,13099.98,Consulting,Credit Card,0,74,0.1651,0.0163
TXN106039,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-12-18 18:59:55,15432.42,Cloud Services,Digital Wallet,0,27,0.1715,0.012
TXN106040,CUST1066,Enterprise Client 1066,Finance,India,2025-06-17 18:59:55,14903.04,Electronics,Credit Card,0,63,0.1825,0.0181
TXN106041,CUST1008,Enterprise Client 1008,Finance,USA,2025-09-25 18:59:55,11275.01,Electronics,Credit Card,0,36,0.1884,0.0179
TXN106042,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2026-02-09 18:59:55,2089.98,Electronics,Bank Transfer,0,27,0.1433,0.0098
TXN106043,CUST1091,Enterprise Client 1091,Healthcare,India,2026-02-20 18:59:55,1354.86,Cloud Services,ACH,0,30,0.1637,0.0139
TXN106044,CUST1061,Enterprise Client 1061,Supply Chain,USA,2026-05-22 18:59:55,12619.52,Electronics,ACH,0,32,0.1744,0.0158
TXN106045,CUST1053,Enterprise Client 1053,MSME,India,2025-08-01 18:59:55,11015.4,Consulting,Digital Wallet,0,41,0.164,0.0114
TXN106046,CUST1036,Enterprise Client 1036,Healthcare,USA,2025-04-05 18:59:55,13061.48,Consulting,ACH,0,44,0.1617,0.0136
TXN106047,CUST1043,Enterprise Client 1043,MSME,USA,2025-05-04 18:59:55,1923.5,Hardware,Digital Wallet,0,20,0.1961,0.015
TXN106048,CUST1091,Enterprise Client 1091,Healthcare,India,2025-03-31 18:59:55,11964.2,Cloud Services,Credit Card,0,43,0.2119,0.0206
TXN106049,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-10-23 18:59:55,2794.17,Software,ACH,0,27,0.1307,0.0096
TXN106050,CUST1080,Enterprise Client 1080,Retail,India,2025-04-08 18:59:55,2123.01,Software,ACH,0,49,0.1788,0.0161
TXN106051,CUST1029,Enterprise Client 1029,Finance,UK,2026-05-10 18:59:55,5246.21,Consulting,Bank Transfer,0,40,0.1955,0.0165
TXN106052,CUST1060,Enterprise Client 1060,Retail,Germany,2026-01-07 18:59:55,10899.02,Software,ACH,0,58,0.126,0.0123
TXN106053,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2025-12-27 18:59:55,14538.66,Software,Credit Card,0,52,0.1677,0.0146
TXN106054,CUST1034,Enterprise Client 1034,Healthcare,Singapore,2025-05-22 18:59:55,4053.31,Software,Credit Card,0,51,0.1527,0.0102
TXN106055,CUST1064,Enterprise Client 1064,MSME,India,2025-12-11 18:59:55,17635.75,Software,Digital Wallet,0,13,0.1443,0.0115
TXN106056,CUST1093,Enterprise Client 1093,Retail,India,2025-09-14 18:59:55,827.12,Cloud Services,Bank Transfer,0,17,0.2194,0.016
TXN106057,CUST1074,Enterprise Client 1074,Healthcare,Singapore,2025-03-29 18:59:55,12528.43,Electronics,ACH,0,58,0.2173,0.0194
TXN106058,CUST1009,Enterprise Client 1009,Finance,Singapore,2026-04-16 18:59:55,10393.48,Software,Digital Wallet,0,33,0.1932,0.0138
TXN106059,CUST1001,Enterprise Client 1001,Finance,USA,2026-06-26 18:59:55,7756.07,Software,ACH,0,53,0.1412,0.0115
TXN106060,CUST1098,Enterprise Client 1098,Healthcare,Singapore,2025-11-01 18:59:55,13118.95,Electronics,Credit Card,0,45,0.1787,0.0146
TXN106061,CUST1044,Enterprise Client 1044,Retail,USA,2026-01-22 18:59:55,685.59,Consulting,Digital Wallet,0,58,0.1921,0.0143
TXN106062,CUST1055,Enterprise Client 1055,Supply Chain,UK,2026-04-04 18:59:55,5149.8,Software,Digital Wallet,0,39,0.206,0.0155
TXN106063,CUST1026,Enterprise Client 1026,Retail,Germany,2026-05-15 18:59:55,10317.15,Consulting,Credit Card,0,56,0.1827,0.0152
TXN106064,CUST1061,Enterprise Client 1061,Supply Chain,USA,2025-02-26 18:59:55,6206.63,Cloud Services,Digital Wallet,0,32,0.1256,0.0089
TXN106065,CUST1007,Enterprise Client 1007,Healthcare,Germany,2025-05-24 18:59:55,6217.43,Cloud Services,Bank Transfer,0,58,0.161,0.0133
TXN106066,CUST1002,Enterprise Client 1002,Healthcare,Singapore,2025-07-19 18:59:55,5120.18,Electronics,Bank Transfer,0,16,0.1451,0.0123
TXN106067,CUST1037,Enterprise Client 1037,Healthcare,USA,2025-01-28 18:59:55,1617.0,Electronics,Credit Card,0,29,0.1208,0.0091
TXN106068,CUST1092,Enterprise Client 1092,Supply Chain,USA,2025-01-23 18:59:55,2113.79,Cloud Services,Digital Wallet,0,31,0.1225,0.0091
TXN106069,CUST1008,Enterprise Client 1008,Finance,USA,2025-12-21 18:59:55,8673.45,Hardware,Digital Wallet,0,19,0.1478,0.0104
TXN106070,CUST1019,Enterprise Client 1019,Finance,UK,2025-02-11 18:59:55,3018.06,Electronics,Digital Wallet,0,14,0.1256,0.0107
TXN106071,CUST1091,Enterprise Client 1091,Healthcare,India,2025-08-22 18:59:55,8808.93,Software,Credit Card,0,30,0.1201,0.0081
TXN106072,CUST1025,Enterprise Client 1025,MSME,India,2026-04-01 18:59:55,9136.42,Software,Bank Transfer,0,30,0.1808,0.0125
TXN106073,CUST1007,Enterprise Client 1007,Healthcare,Germany,2025-08-11 18:59:55,7047.93,Electronics,ACH,0,58,0.1595,0.0109
TXN106074,CUST1089,Enterprise Client 1089,Finance,Singapore,2026-07-01 18:59:55,6150.16,Electronics,Digital Wallet,0,33,0.1647,0.0146
TXN106075,CUST1037,Enterprise Client 1037,Healthcare,USA,2025-02-17 18:59:55,6119.26,Software,Credit Card,0,29,0.137,0.0129
TXN106076,CUST1087,Enterprise Client 1087,Retail,USA,2026-01-18 18:59:55,1505.85,Consulting,ACH,0,15,0.1459,0.0112
TXN106077,CUST1088,Enterprise Client 1088,Retail,Germany,2025-06-18 18:59:55,11004.02,Electronics,Digital Wallet,0,33,0.1659,0.0118
TXN106078,CUST1001,Enterprise Client 1001,Finance,USA,2026-03-31 18:59:55,11290.05,Hardware,ACH,0,53,0.1925,0.0161
TXN106079,CUST1022,Enterprise Client 1022,Healthcare,Germany,2026-01-30 18:59:55,6784.71,Consulting,Digital Wallet,0,49,0.1232,0.0095
TXN106080,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2026-06-02 18:59:55,9314.94,Electronics,Digital Wallet,0,38,0.1509,0.0123
TXN106081,CUST1097,Enterprise Client 1097,Healthcare,Singapore,2025-06-13 18:59:55,12212.52,Cloud Services,ACH,0,23,0.1897,0.0171
TXN106082,CUST1005,Enterprise Client 1005,Retail,India,2026-06-08 18:59:55,13536.5,Electronics,Credit Card,0,68,0.128,0.012
TXN106083,CUST1002,Enterprise Client 1002,Healthcare,Singapore,2026-01-25 18:59:55,1177.42,Consulting,Digital Wallet,0,16,0.1244,0.0085
TXN106084,CUST1021,Enterprise Client 1021,MSME,Germany,2025-12-18 18:59:55,17647.13,Electronics,Bank Transfer,0,58,0.1804,0.0131
TXN106085,CUST1050,Enterprise Client 1050,Finance,Germany,2025-08-23 18:59:55,5591.02,Cloud Services,ACH,0,49,0.1743,0.0132
TXN106086,CUST1100,Enterprise Client 1100,Supply Chain,Germany,2025-05-13 18:59:55,6843.77,Hardware,Credit Card,0,44,0.145,0.0114
TXN106087,CUST1013,Enterprise Client 1013,Supply Chain,Germany,2026-05-27 18:59:55,6613.93,Consulting,Bank Transfer,0,55,0.2078,0.0157
TXN106088,CUST1008,Enterprise Client 1008,Finance,USA,2025-10-09 18:59:55,3622.58,Cloud Services,Digital Wallet,0,19,0.1441,0.0111
TXN106089,CUST1068,Enterprise Client 1068,Retail,India,2025-05-29 18:59:55,5833.18,Software,Bank Transfer,0,26,0.1426,0.0123
TXN106090,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2025-02-09 18:59:55,1638.33,Cloud Services,Digital Wallet,0,38,0.1642,0.0113
TXN106091,CUST1020,Enterprise Client 1020,Supply Chain,Singapore,2025-04-10 18:59:55,9541.15,Electronics,Credit Card,0,31,0.1981,0.0164
TXN106092,CUST1049,Enterprise Client 1049,Healthcare,UK,2026-04-27 18:59:55,13855.2,Consulting,ACH,0,46,0.2139,0.015
TXN106093,CUST1056,Enterprise Client 1056,Healthcare,UK,2025-04-28 18:59:55,13640.56,Hardware,Bank Transfer,0,37,0.1521,0.0122
TXN106094,CUST1052,Enterprise Client 1052,MSME,India,2025-10-25 18:59:55,11210.92,Consulting,Digital Wallet,1,56,0.1448,0.0104
TXN106095,CUST1094,Enterprise Client 1094,MSME,Germany,2026-04-12 18:59:55,5833.34,Electronics,Credit Card,0,55,0.181,0.0146
TXN106096,CUST1046,Enterprise Client 1046,Supply Chain,UK,2026-04-17 18:59:55,9935.12,Hardware,ACH,0,50,0.123,0.0093
TXN106097,CUST1046,Enterprise Client 1046,Supply Chain,UK,2026-02-26 18:59:55,4157.06,Consulting,Credit Card,0,50,0.166,0.0128
TXN106098,CUST1053,Enterprise Client 1053,MSME,India,2026-02-04 18:59:55,3257.3,Hardware,Digital Wallet,0,41,0.1772,0.0133
TXN106099,CUST1077,Enterprise Client 1077,Finance,Singapore,2025-12-16 18:59:55,6019.22,Hardware,Bank Transfer,0,26,0.1763,0.0144
TXN106100,CUST1044,Enterprise Client 1044,Retail,USA,2025-09-10 18:59:55,1796.26,Hardware,Bank Transfer,0,58,0.1638,0.0144
TXN106101,CUST1096,Enterprise Client 1096,Finance,USA,2026-04-07 18:59:55,1217.13,Electronics,Bank Transfer,0,27,0.1757,0.0164
TXN106102,CUST1072,Enterprise Client 1072,Retail,UK,2026-02-20 18:59:55,7040.44,Cloud Services,ACH,0,43,0.1882,0.0128
TXN106103,CUST1083,Enterprise Client 1083,Supply Chain,Singapore,2026-05-23 18:59:55,14599.83,Consulting,Bank Transfer,0,32,0.1432,0.014
TXN106104,CUST1086,Enterprise Client 1086,MSME,USA,2025-12-29 18:59:55,17868.48,Hardware,Credit Card,0,56,0.2191,0.0166
TXN106105,CUST1024,Enterprise Client 1024,Finance,India,2026-02-09 18:59:55,12919.12,Consulting,Credit Card,0,26,0.1803,0.0171
TXN106106,CUST1079,Enterprise Client 1079,Retail,Germany,2025-02-07 18:59:55,12530.68,Hardware,ACH,0,27,0.1911,0.0182
TXN106107,CUST1005,Enterprise Client 1005,Retail,India,2025-02-24 18:59:55,7450.9,Electronics,ACH,0,56,0.1732,0.0131
TXN106108,CUST1012,Enterprise Client 1012,Healthcare,USA,2025-11-14 18:59:55,3329.56,Consulting,ACH,0,58,0.1397,0.0132
TXN106109,CUST1002,Enterprise Client 1002,Healthcare,Singapore,2026-03-21 18:59:55,8889.79,Electronics,ACH,0,16,0.1724,0.0135
TXN106110,CUST1059,Enterprise Client 1059,Healthcare,UK,2025-02-10 18:59:55,7889.62,Consulting,Bank Transfer,0,55,0.1662,0.0144
TXN106111,CUST1082,Enterprise Client 1082,Finance,India,2025-10-01 18:59:55,7406.23,Software,Credit Card,0,57,0.1738,0.0116
TXN106112,CUST1012,Enterprise Client 1012,Healthcare,USA,2025-09-21 18:59:55,1049.92,Hardware,Credit Card,0,58,0.1665,0.0149
TXN106113,CUST1035,Enterprise Client 1035,Finance,Germany,2025-04-08 18:59:55,4843.69,Electronics,ACH,0,17,0.1746,0.0127
TXN106114,CUST1033,Enterprise Client 1033,Healthcare,USA,2026-05-12 18:59:55,9356.12,Electronics,ACH,0,41,0.2011,0.0152
TXN106115,CUST1012,Enterprise Client 1012,Healthcare,USA,2025-07-15 18:59:55,12683.15,Cloud Services,Bank Transfer,0,58,0.159,0.0117
TXN106116,CUST1032,Enterprise Client 1032,Finance,USA,2025-01-14 18:59:55,2299.76,Software,Bank Transfer,0,22,0.1986,0.018
TXN106117,CUST1033,Enterprise Client 1033,Healthcare,USA,2025-12-03 18:59:55,2008.43,Software,Credit Card,0,41,0.1515,0.013
TXN106118,CUST1074,Enterprise Client 1074,Healthcare,Singapore,2025-09-26 18:59:55,2538.43,Consulting,Credit Card,0,58,0.2094,0.0152
TXN106119,CUST1033,Enterprise Client 1033,Healthcare,USA,2026-04-15 18:59:55,9032.04,Cloud Services,Digital Wallet,0,41,0.1786,0.012
TXN106120,CUST1054,Enterprise Client 1054,Retail,Germany,2025-07-13 18:59:55,11747.24,Hardware,Credit Card,0,34,0.18,0.0158
TXN106121,CUST1036,Enterprise Client 1036,Healthcare,USA,2025-11-11 18:59:55,13673.87,Electronics,Digital Wallet,0,44,0.1459,0.0111
TXN106122,CUST1094,Enterprise Client 1094,MSME,Germany,2025-10-21 18:59:55,564.95,Hardware,Digital Wallet,0,55,0.1376,0.0095
TXN106123,CUST1002,Enterprise Client 1002,Healthcare,Singapore,2025-03-20 18:59:55,9515.26,Cloud Services,Bank Transfer,0,16,0.2124,0.0143
TXN106124,CUST1006,Enterprise Client 1006,Finance,Germany,2026-03-13 18:59:55,978.31,Consulting,Bank Transfer,0,11,0.1629,0.0125
TXN106125,CUST1036,Enterprise Client 1036,Healthcare,USA,2025-08-24 18:59:55,385.3,Cloud Services,ACH,0,44,0.1213,0.0087
TXN106126,CUST1031,Enterprise Client 1031,MSME,Singapore,2026-06-18 18:59:55,4667.38,Electronics,ACH,0,26,0.1676,0.0128
TXN106127,CUST1037,Enterprise Client 1037,Healthcare,USA,2026-04-22 18:59:55,8970.38,Cloud Services,Bank Transfer,0,29,0.2082,0.0148
TXN106128,CUST1076,Enterprise Client 1076,Retail,Germany,2026-03-05 18:59:55,1818.74,Software,Credit Card,0,15,0.2189,0.0147
TXN106129,CUST1002,Enterprise Client 1002,Healthcare,Singapore,2025-05-29 18:59:55,2405.78,Software,Credit Card,0,16,0.1423,0.0136
TXN106130,CUST1048,Enterprise Client 1048,Finance,Germany,2026-06-27 18:59:55,9381.63,Electronics,Credit Card,0,50,0.2158,0.0194
TXN106131,CUST1004,Enterprise Client 1004,Supply Chain,India,2025-07-28 18:59:55,4737.52,Consulting,ACH,0,49,0.198,0.0193
TXN106132,CUST1043,Enterprise Client 1043,MSME,USA,2025-08-23 18:59:55,5464.5,Cloud Services,Bank Transfer,0,20,0.1669,0.0121
TXN106133,CUST1010,Enterprise Client 1010,Retail,USA,2025-09-16 18:59:55,628.37,Cloud Services,Digital Wallet,0,18,0.1593,0.0124
TXN106134,CUST1003,Enterprise Client 1003,MSME,UK,2025-02-25 18:59:55,186669.87,Cloud Services,Credit Card,0,76,0.1333,0.0102
TXN106135,CUST1044,Enterprise Client 1044,Retail,USA,2025-05-03 18:59:55,7682.49,Software,Bank Transfer,0,58,0.1868,0.0172
TXN106136,CUST1012,Enterprise Client 1012,Healthcare,USA,2026-05-12 18:59:55,3442.76,Consulting,ACH,0,58,0.2034,0.0177
TXN106137,CUST1035,Enterprise Client 1035,Finance,Germany,2025-10-18 18:59:55,12856.93,Electronics,Credit Card,0,37,0.1511,0.0117
TXN106138,CUST1031,Enterprise Client 1031,MSME,Singapore,2025-11-24 18:59:55,1007.07,Software,Credit Card,0,26,0.1853,0.0164
TXN106139,CUST1099,Enterprise Client 1099,MSME,India,2026-01-15 18:59:55,10643.46,Cloud Services,Credit Card,0,30,0.1563,0.0107
TXN106140,CUST1013,Enterprise Client 1013,Supply Chain,Germany,2025-07-16 18:59:55,8085.71,Hardware,ACH,0,55,0.1473,0.0138
TXN106141,CUST1094,Enterprise Client 1094,MSME,Germany,2026-05-24 18:59:55,8360.48,Electronics,Credit Card,0,55,0.1979,0.014
TXN106142,CUST1052,Enterprise Client 1052,MSME,India,2025-06-19 18:59:55,12661.38,Hardware,Bank Transfer,0,19,0.2196,0.0157
TXN106143,CUST1090,Enterprise Client 1090,MSME,UK,2025-06-16 18:59:55,6341.26,Software,ACH,0,29,0.193,0.0163
TXN106144,CUST1088,Enterprise Client 1088,Retail,Germany,2025-02-26 18:59:55,3637.43,Consulting,Bank Transfer,0,33,0.212,0.0173
TXN106145,CUST1049,Enterprise Client 1049,Healthcare,UK,2025-05-02 18:59:55,1607.93,Cloud Services,Bank Transfer,0,46,0.2058,0.0165
TXN106146,CUST1023,Enterprise Client 1023,Supply Chain,India,2026-03-19 18:59:55,573.33,Electronics,Digital Wallet,0,40,0.1562,0.0116
TXN106147,CUST1004,Enterprise Client 1004,Supply Chain,India,2026-02-26 18:59:55,8780.54,Hardware,Digital Wallet,0,49,0.1881,0.0165
TXN106148,CUST1052,Enterprise Client 1052,MSME,India,2026-05-16 18:59:55,14647.74,Software,Bank Transfer,0,19,0.171,0.0128
TXN106149,CUST1055,Enterprise Client 1055,Supply Chain,UK,2026-06-01 18:59:55,952.4,Software,Bank Transfer,0,39,0.1505,0.0101
TXN106150,CUST1078,Enterprise Client 1078,Supply Chain,Germany,2025-01-12 18:59:55,9214.11,Hardware,ACH,0,38,0.2095,0.0195
TXN106151,CUST1010,Enterprise Client 1010,Retail,USA,2025-10-15 18:59:55,3780.47,Electronics,Bank Transfer,0,18,0.1369,0.0099
TXN106152,CUST1025,Enterprise Client 1025,MSME,India,2026-02-20 18:59:55,14734.55,Cloud Services,Credit Card,0,50,0.1797,0.0163
TXN106153,CUST1099,Enterprise Client 1099,MSME,India,2025-10-03 18:59:55,14684.79,Hardware,ACH,0,20,0.2176,0.021
TXN106154,CUST1030,Enterprise Client 1030,Finance,UK,2025-07-23 18:59:55,5225.45,Cloud Services,ACH,0,24,0.2012,0.0189
TXN106155,CUST1040,Enterprise Client 1040,Finance,UK,2025-05-31 18:59:55,1856.64,Software,Credit Card,0,48,0.2022,0.0142
TXN106156,CUST1066,Enterprise Client 1066,Finance,India,2025-02-08 18:59:55,9124.84,Electronics,Digital Wallet,0,49,0.1991,0.0135
TXN106157,CUST1077,Enterprise Client 1077,Finance,Singapore,2025-02-09 18:59:55,7806.95,Electronics,Credit Card,0,26,0.1372,0.0119
TXN106158,CUST1051,Enterprise Client 1051,Healthcare,Singapore,2025-04-16 18:59:55,2507.84,Consulting,Digital Wallet,0,48,0.1654,0.0114
TXN106159,CUST1060,Enterprise Client 1060,Retail,Germany,2025-11-05 18:59:55,14662.26,Hardware,Bank Transfer,0,58,0.1942,0.0174
TXN106160,CUST1082,Enterprise Client 1082,Finance,India,2025-12-21 18:59:55,11449.35,Software,Bank Transfer,0,57,0.1675,0.0145
TXN106161,CUST1049,Enterprise Client 1049,Healthcare,UK,2026-03-19 18:59:55,557.35,Software,Bank Transfer,0,46,0.2148,0.0206
TXN106162,CUST1045,Enterprise Client 1045,Finance,USA,2026-04-26 18:59:55,922.64,Hardware,Digital Wallet,0,47,0.1589,0.0108
TXN106163,CUST1009,Enterprise Client 1009,Finance,Singapore,2025-03-06 18:59:55,7600.82,Electronics,Bank Transfer,0,33,0.1989,0.017
